Epochs,Validation Scores,Validation Running Scores
0,0.6359158083296015,
1,0.6493506493506493,
2,0.6390506045678459,
3,0.6484549932825795,
4,0.6529332736229287,
5,0.645320197044335,
6,0.658307210031348,
0,,0.6359158083296015
1,,0.6493506493506493
2,,0.6390506045678459
3,,0.6484549932825795
4,,0.6529332736229287
5,,0.645320197044335
6,,0.658307210031348
