Epochs,learning_rate
0,2e-05
1,2e-05
2,2e-05
3,2e-05
4,2e-05
5,2e-05
6,2e-05
7,2e-05
8,2e-05
9,2e-05
10,2e-05
11,2e-05
12,2e-05
13,2e-05
14,2e-05
