Epochs,Normal Epoch Times,PAI Epoch Times
0,407.2338011264801,
1,404.03849625587463,
2,562.0255451202393,
3,553.4191465377808,
4,566.8410153388977,
5,545.6574156284332,
6,279.4278860092163,
7,281.8088331222534,
8,274.69997787475586,
9,268.64570355415344,
