Epochs,Normal Epoch Times,PAI Epoch Times
0,0.46856093406677246,
1,1.3717188835144043,
2,1.5040967464447021,
3,1.4031460285186768,
4,1.8525950908660889,
5,1.678619146347046,
6,1.8292009830474854,
7,1.6386747360229492,
