Epochs,learning_rate
0,3.710523739355291e-07
1,1.3767986420319173e-10
2,3.710523739355291e-07
3,3.710523739355291e-07
4,3.710523739355291e-07
5,1.3079587099303215e-10
6,4.61055125112833e-14
