Epochs,Validation Scores,Validation Running Scores
0,0.38,
1,0.32,
2,0.38,
3,0.4,
4,0.36,
5,0.39,
6,0.4,
0,,0.38
1,,0.32
2,,0.38
3,,0.4
4,,0.36
5,,0.39
6,,0.4
