Epochs,Validation Scores,Validation Running Scores,Train,Test Accuracy
0,80.51470588235294,,,
1,84.68137254901961,,,
0,,80.51470588235294,,
1,,84.68137254901961,,
0,,,77.07303291425343,
1,,,88.84023167113999,
0,,,,80.76463560334528
1,,,,85.30465949820788
