Epochs,Normal Epoch Times,PAI Epoch Times
0,8.937660932540894,
1,8.572183847427368,
2,7.962306022644043,
3,8.366020202636719,
4,8.290229082107544,
5,8.956482648849487,
6,8.307332038879395,
7,8.416356086730957,
8,8.359398126602173,
9,8.316766262054443,
10,8.389997005462646,
11,8.39663314819336,
12,8.341475009918213,
13,8.261327981948853,
14,8.250821113586426,
15,8.401654958724976,
16,8.383723020553589,
17,8.20350694656372,
18,8.271796941757202,
19,8.257226943969727,
20,8.183584213256836,
21,8.222532033920288,
22,8.083851099014282,
23,8.399353981018066,
24,8.318737745285034,
25,8.210275888442993,
26,8.049095153808594,
27,8.22473692893982,
28,8.184540748596191,
29,8.780838966369629,
30,8.688241958618164,
31,8.349551916122437,
32,8.448841094970703,
33,8.536348104476929,
34,8.79029393196106,
35,7.9916112422943115,
36,8.040603160858154,
37,8.14458703994751,
38,8.228242874145508,
39,8.277561902999878,
40,8.039186239242554,
41,8.416870832443237,
42,8.040909051895142,
43,7.9444499015808105,
44,8.142667055130005,
45,8.064758062362671,
46,8.200422763824463,
47,8.560544967651367,
48,8.38038182258606,
49,8.282216310501099,
50,8.253360986709595,
51,7.830390691757202,
52,8.284035921096802,
53,7.723494052886963,
54,7.991170883178711,
55,8.400262832641602,
56,8.201650381088257,
57,8.182745218276978,
58,8.255452871322632,
59,7.9438488483428955,
60,8.428367853164673,
61,8.240622997283936,
62,8.091068029403687,
63,8.132272005081177,
64,8.3207528591156,
65,8.000810384750366,
66,8.031422853469849,
67,8.380221128463745,
68,8.136255979537964,
69,8.175817012786865,
70,8.068474054336548,
71,8.517289876937866,
72,8.579176902770996,
73,8.818997859954834,
74,8.775027990341187,
75,8.396353244781494,
76,8.096908807754517,
77,14.39969801902771,
78,14.461802959442139,
79,13.471053123474121,
80,12.93563985824585,
81,13.044392108917236,
82,13.014302968978882,
83,12.946423053741455,
84,13.300716876983643,
85,13.099612951278687,
86,13.08244800567627,
87,12.748568058013916,
88,12.918126821517944,
89,12.381174087524414,
90,12.741734266281128,
91,12.966392993927002,
92,12.978086948394775,
93,12.871129035949707,
94,13.238320112228394,
95,13.275502920150757,
96,13.460340976715088,
97,13.264430046081543,
98,13.109467267990112,
99,13.37495493888855,
100,13.175046920776367,
101,12.963744878768921,
102,13.138620853424072,
103,13.266741037368774,
104,13.18185806274414,
105,13.1460599899292,
106,13.490900039672852,
107,12.512370824813843,
108,12.482426166534424,
109,12.200260877609253,
110,12.124829292297363,
111,11.991552114486694,
112,12.069459199905396,
113,12.30976390838623,
114,12.473330020904541,
115,12.522798776626587,
116,11.965601921081543,
117,11.970866918563843,
118,12.009387969970703,
119,11.979902982711792,
120,11.992977857589722,
121,11.983990907669067,
122,11.99540090560913,
123,12.154791116714478,
124,11.993927955627441,
125,11.940371036529541,
126,11.892180919647217,
127,12.03736925125122,
128,12.025492906570435,
129,18.021345853805542,
130,18.273815870285034,
131,18.095803022384644,
132,17.99087905883789,
133,17.963929653167725,
134,18.014943838119507,
135,18.026024103164673,
136,17.984077215194702,
137,17.944788932800293,
138,17.941200971603394,
139,19.204581022262573,
140,18.323421955108643,
141,18.76880192756653,
142,18.429558992385864,
143,18.360007762908936,
144,18.4084529876709,
145,18.500898122787476,
146,18.46730613708496,
147,18.70519495010376,
148,19.1704580783844,
149,18.494553089141846,
150,18.115301847457886,
151,18.173853874206543,
152,18.677709102630615,
153,19.109779834747314,
154,19.011818170547485,
155,18.38458275794983,
156,18.267260313034058,
157,18.328680753707886,
158,18.22731375694275,
