Epochs,Normal Epoch Times,PAI Epoch Times
0,312.5356547832489,
1,276.21007466316223,
2,253.86451268196106,
3,251.57415103912354,
4,252.50306487083435,
5,248.43997383117676,
6,244.39382100105286,
