Epochs,learning_rate
0,5.463099816549354e-07
1,4.7838636441077504e-05
2,4.77457514062659e-06
3,5.868240888334826e-05
4,3.015368960704742e-06
5,2.5000000000009474e-05
6,8.830222215593184e-05
7,8.830222215594076e-05
8,2.499999999999843e-05
9,9.999999999999828e-05
