Epochs,learning_rate
0,5.463099816549354e-07
1,4.7838636441077504e-05
2,4.77457514062659e-06
3,4.1728265158967595e-05
4,1.2500000000003055e-05
5,3.272542485938571e-05
6,2.2386788418299443e-05
7,2.2386788418290163e-05
8,3.2725424859393424e-05
9,1.2500000000001727e-05
10,4.172826515899331e-05
11,4.77457514062639e-06
12,4.783863644108683e-05
