Epochs,Validation Scores,Validation Running Scores
0,0.19900149775336995,
1,0.2944583125312032,
2,0.3708437343984024,
3,0.41178232651023466,
0,,0.19900149775336995
1,,0.2944583125312032
2,,0.3708437343984024
3,,0.41178232651023466
