Epochs,Validation Scores,Validation Running Scores,train
0,48.0,,
1,48.0,,
2,48.0,,
3,50.0,,
4,48.0,,
5,48.0,,
6,52.0,,
7,43.0,,
8,46.0,,
9,47.0,,
0,,48.0,
1,,48.0,
2,,48.0,
3,,50.0,
4,,48.0,
5,,48.0,
6,,52.0,
7,,43.0,
8,,46.0,
9,,47.0,
0,,,47.0
1,,,49.1
2,,,55.2
3,,,53.8
4,,,56.4
5,,,60.7
6,,,64.9
7,,,69.7
8,,,76.5
9,,,78.8
