Epochs,Normal Epoch Times,PAI Epoch Times
0,3.975263833999634,
1,2.383129119873047,
2,2.2422900199890137,
3,2.2477974891662598,
4,3.834500789642334,
5,3.620046854019165,
6,4.507739067077637,
7,5.196127414703369,
8,5.791896343231201,
9,5.671856641769409,
10,4.765401124954224,
11,4.468299388885498,
12,4.399667024612427,
13,4.407803535461426,
