Epochs,learning_rate
0,1.0
1,1.0
2,0.7
3,0.48999999999999994
4,1.0
5,0.7
6,0.48999999999999994
7,1.0
8,0.7
9,0.48999999999999994
10,0.3429999999999999
11,0.48999999999999994
