Epochs,Validation Scores,Validation Running Scores,Train Loss
0,89.18060407117707,,
1,89.09959725370757,,
2,88.86945225502441,,
3,88.82580026760432,,
0,,89.18060407117707,
1,,89.09959725370757,
2,,88.86945225502441,
3,,88.82580026760432,
0,,,0.02387402736219681
1,,,0.015026584942178386
2,,,0.01067886918123501
3,,,0.008156485764387374
