Epochs,Validation Scores,Validation Running Scores,Train Loss
0,89.18060407117707,,
1,89.09959725370757,,
2,88.86166541691041,,
3,88.65234569950292,,
4,88.6758437584238,,
0,,89.18060407117707,
1,,89.09959725370757,
2,,88.86166541691041,
3,,88.65234569950292,
4,,88.6758437584238,
0,,,0.02387402736219681
1,,,0.015026584942178386
2,,,0.007040558719503072
3,,,0.005717050413174244
4,,,0.004894053624270277
